,5,Tutorial_Guild,Bubble,,,0,@Camera::Player::Camera,길드에 한번 가볼까?
,,,,,,1,,뭔가 도움이 되는 정보를 얻을 수도 있을 테고.
,,,,,,2,,그렇지만 트러블이 생기지않게 조심하는게 좋겠어.
,,,,,,3,,혹시 수상하게 생각하는 사람이 있을 수도 있으니.
,,,,,,,,
,,,,,,,,
,33,Day3_Event,Bubble,,,0, @Camera::Event_Day3::Camera,여기가 초보자 던전이구나.
,,,,,,1,,여기라면 나도 몬스터 슬레이어가 될 수 있을거야!
,,,,,,2,,보물도 나오면 좋을텐데… 있을까?
,,,,,,,,
,,,,,,,,
,83,Day8_Event,Bubble,,,0, @Camera::Event_Day8::Camera,여기가 그 초보자 던전인가?
,,,,,,1,,뭐- 나같은 초 슈퍼 루키에게\이정도 던전쯤은 껌이지.
,,,,,,2,,빠르게 돌파하고 견습모험가를 졸업하겠어!!
,,,,,,,,
,,,,,,,,
,84,Day8_Event_Die,Bubble,,,0, @Camera::Event_Day8::Camera,뭐야 이 던전은?
,,,,,,1,,들은 것 보다 엄청나게 더 위험하잖아?
,,,,,,2,,뭔가 이상해… 일단 도망쳐야겠어.
,,,,,,3,  @Action::Day8_Event_Die::Action @Camera::Player::Camera @Target::Player::Target,……………
,,,,,,4,,돌아갔…나?
,,,,,,5,,견습 치고는 상당히 위험한 녀석이였네.
,,,,,,6,,혹시 별일은 없겠지? 다시 안오면 좋겠는데…
,,,,,,,,
,,,,,,,,
,85,Day8_ReturnEvent,Bubble,,,0, @Camera::Event_Day8::Camera,역시 위험한 일은 없었네
,,,,,,1, @Action::Day8_ReturnEvent::Action,그래도 들은 것보단 쓸만한 던전이잖아?
,,,,,,2,,가끔은 수련할 겸 와도 되겠어.
,,,,,,,,
,,,,,,,,
,90,Goblin_Appear,Bubble,,,0, @Camera::Event_Goblin_Leader::Camera,킁킁…
,,,,,,1,,냄새가 난다…
,,,,,,2,,풍부한 자원의 냄새…
,,,,,,3,,던전의 마나의 냄새…
,,,,,,4,,모두… 내꺼다…
,,,,,,,,
,,,,,,,,
,91,Goblin_Satisfiction,Bubble,,,0,  @Camera::Event_Goblin_Leader::Camera,매우 만족스럽다…
,,,,,,1,,하지만 자원 아직도 더 많다…
,,,,,,2, ,다시…와야겠다…
,,,,,,3,  @Action::Goblin_Satisfiction::Action@Camera::Player::Camera @Target::Player::Target,……
,,,,,,4,,정말로 무지막지한 놈들이잖아?
,,,,,,5,,다행히 마나는 많이 가지고 있는 것 같지만…
,,,,,,6,,왠지 다음에 또 올 것 같아.
,,,,,,7,,그런데 만약 한 놈이 아니라 여럿이 온다면 큰일이겠어.
,,,,,,8,,던전 안쪽까지 오지 못하게 충분한 대비를 하자.
,,,,,,,,
,,,,,,,,
,,,,,,,,
,92,Goblin_Empty,Bubble,,,0, @Camera::Event_Goblin_Leader::Camera,…던전…별 거 없다…
,,,,,,1, @Action::Goblin_Pass::Action,다른 던전… 찾아야 한다…
,,,,,,,,
,,,,,,,,
,93,Goblin_Die,Bubble,,,0, @Camera::Event_Goblin_Leader::Camera,으윽…
,,,,,,1, @Action::Goblin_Pass::Action,던전… 위험하다…
,,,,,,,,
,,,,,,,,
,100,Goblin_Party,Bubble,,,0, @Camera::Event_Goblin_Leader2::Camera,여기… 자원 많다고 한다…
,,,,,,1,,동료… 다같이 왔다…
,,,,,,2,,전부… 우리꺼다…
,,,,,,,,
,,,,,,,,
,140,Catastrophe_Appear,Bubble,,,0, @Camera::Event_Catastrophe::Camera,………………………………
,,,,,,,,
,,,,,,,,
,141,Catastrophe_Return,Bubble,,,0, @Camera::Event_Catastrophe::Camera,오늘은 여기까지…
,,,,,,,,
,,,,,,,,
,142,Catastrophe_Return_First,Bubble,,,0, @Camera::Event_Catastrophe::Camera,오늘은 여기까지…
,,,,,,1,  @Action::Catastrophe_Refeat::Action@Camera::Player::Camera @Target::Player::Target,………………………………
,,,,,,2,,간신히 돌아갔지만…
,,,,,,3,,이상하게 마나 생성도 적은 것 같고 쫓아내기 쉽지도 않네.
,,,,,,4,,보아하니 계속해서 찾아올 것 같은데…
,,,,,,5,,이대로 가다간 다른 던전들처럼 잠식당해 버릴지도 몰라.
,,,,,,6,,무슨 방법이 없을까? \어떻게든 찾아봐야겠어.
,,,,,,,,
,,,,,,,,
,153,Day15_Event,Bubble,,,0, @Camera::Event_RetiredHero::Camera,제자가 계속 던전을 가고싶다고 보채길래-\안전한 이 초보자 던전을 보냈었는데
,,,,,,1,,꽤나 큰 상처를 입고 돌아왔단 말이지.
,,,,,,2,,분명 내 기억으론 별 거 없는 던전이었을텐데…
,,,,,,3,,아무래도 이상해서 조사해보니-\최근들어 강한 몬스터가 나온다거나\귀한 아이템들이 나온다는 소문이 있었지.
,,,,,,4,,아무래도 직접 확인해보고싶어 와버렸군.
,,,,,,5,,뭐- 모험가를 은퇴한 몸이지만 이정도는 괜찮겠지.
,,,,,,6,,과거 영웅소리까지 들었던 이 몸이니.
,,,,,,7,,그럼 가볼까?
,,,,,,,,
,,,,,,,,
,154,Day15_Event_Die,Bubble,,,0, @Camera::Event_RetiredHero::Camera,이건 확실히 위험하군.
,,,,,,1,,아무리 은퇴했다지만 내가 이렇게 고전할 정도라니…
,,,,,,2,,이건 길드에 보고할 필요가 있겠어.
,,,,,,,,
,,,,,,,,
,200,Day20_Event,Bubble,,,0, @Camera::A_Warrior::Camera,도착했다. 여기가 퀘스트 장소야.
,,,,,,1, @Target::A_Elf::Target,뭐? 정말이야?\이런 시시하고 재미도 없어 보이는 던전이라고?
,,,,,,2, @Target::A_Warrior::Target,위치상으론 여기가 맞는 것 같긴 한데…\[초보자 던전] 이라는 이름의 던전이라고 하네.
,,,,,,3, @Target::A_Elf::Target,뭐가 [초보자 던전]이라는 이름의 던전 이라는 거야.\그냥 흔한 뉴비 던전 그 자체잖아!
,,,,,,4, @Target::A_Wizard::Target,흐음. 제가 알기로도 별거 없는 던전이었을 텐데-
,,,,,,5,,그런 곳에 고등급의 퀘스트가 나오다니 꽤 흥미롭네요.
,,,,,,6, @Target::A_Tanker::Target,퀘스트 내용은 던전의 전체적인 조사와 위험도의 재측정이다.
,,,,,,7,,잘 모르니 조심해야 할 필요가 있어.
,,,,,,8, @Target::A_Elf::Target,조심은 너나 해! 네가 앞에서 맞아주면 되잖아!
,,,,,,9, @Target::A_Tanker::Target,………………
,,,,,,10, @Target::A_Warrior::Target,진정 좀 해.
,,,,,,11,,길드에서도 그냥 고등급의 퀘스트를 걸었을 리도 없고.\아마 무언가 있을 거야.
,,,,,,12, @Target::A_Wizard::Target,제 생각도 그렇습니다.\뭔가 사건이 일어날 것 같아요.
,,,,,,13, @Target::A_Elf::Target,……뭐 시시하다고 안 들어가려고 한 건 아니야!…
,,,,,,14,,가면 되잖아! 가면!
,,,,,,15, @Target::A_Warrior::Target,그래. 다들 준비 잘하고.
,,,,,,16,,들어간다!
,,,,,,,,
,,,,,,,,
,201,Day20_Over,Bubble,,,0, @Camera::Player::Camera,위험한걸.\저들은 아마 길드에서 유명한 4인조 파티였을 텐데 말이야.
,,,,,,1,,길드에서 퀘스트를 낸 건가?
,,,,,,2,,그런 그들을 쓰러트려 버렸으니 아마 큰 소동이 날 거야.
,,,,,,3,,계약 기간이 얼마 남지는 않았지만-\그 전에 무슨 일이 벌어질지 모르니 준비를 단단히 해야겠어.
,,,,,,,,
,,,,,,,,
,250,Day25_Event,Bubble,,,0,  @Camera::Captine_A::Camera,모두 주목! \지금부터 던전 조사 및 토벌 작전을 개시한다.
,,,,,,1,,행동은 분대 단위로 실시한다.
,,,,,,2,,첫 분대가 나와 함께 먼저 진입하고\다음 분대가 뒤이어 진입한다.
,,,,,,3,,발견되는 모든 몬스터는 토벌 대상이며-\보물이나 아티팩트가 있을 시 보고한다.
,,,,,,4, @Target::Event_Soldier1::Target, <size=50>예!
,,,,,,5, @Target::Captine_B::Target,모두 잘 들었지? \우리는 앞 분대가 진입하고 기다렸다가 진입한다.
,,,,,,6,,각자 정비하고 기다리도록.
,,,,,,7, @Target::Event_Soldier2::Target, <size=50>예!
,,,,,,8, @Target::Captine_A::Target,그럼- 진입!
,,,,,,,,
,,,,,,,,
,300,Day30_Event,Bubble,,,0,  @Camera::Captine_C::Camera,정렬!
,,,,,,1,,지난번의 토벌이 실패로 돌아감에 따라\길드로서는 유례없는 큰 손실을 보았다.
,,,,,,2,,그것을 만회하기 위해 이번 토벌대가 다시 구성되었다.
,,,,,,3,,그 말은 즉- 이번에는 절대로\실패가 용납되지 않는다는 것이다.
,,,,,,4,,모두 전력을 다하여 던전의 몬스터 한 마리 한 마리-\풀 한 포기까지 철저히 조사하도록 한다.
,,,,,,5,,이상한 장소나 위험한 존재를 발견하면 즉시 보고할 수 있도록.
,,,,,,6, @Camera::Captine_A::Camera@Target::Captine_A::Target, <size=50>예!
,,,,,,7, @Camera::Captine_B::Camera@Target::Captine_B::Target, <size=50>예!
,,,,,,8, @Camera::B_Warrior::Camera@Target::B_Warrior::Target,………
,,,,,,9, @Target::B_Elf::Target,흥- 그런다고 이 던전을 소탕할 수 있을 거 같아?
,,,,,,10,,어림도 없을걸?
,,,,,,11, @Target::B_Warrior::Target,지난번에 비해 많이 겸손해졌는걸.\무서우면 안 와도 됐었는데.
,,,,,,12, @Target::B_Elf::Target,무서운 거 아니거든?!\그냥 생각했던 것보다 더 위험하다는 것뿐이야.
,,,,,,13,,그리고 길드에서 참고인으로 무조건 가야 한다고-\안 가면 불이익을 준다는데 어떡해! 와야지.
,,,,,,14, @Target::B_Warrior::Target,뭐- 그렇게 되면 다른 길드로 가버리면 그만이긴 하지만…
,,,,,,15,,나머지는 어때?
,,,,,,16, @Target::B_Wizard::Target,저는 지난번의 복수를 하고 싶군요.
,,,,,,17,,더욱더 흥미로운 것들이 숨어있을 수도 있을 테고요.
,,,,,,18, @Target::B_Tanker::Target,이번엔 파티를 잘 지켜보겠어.
,,,,,,19, @Target::B_Elf::Target,어휴- 다들 싸우고 싶어 하는 멍청이들밖에 없네.
,,,,,,20,,그래- 가자- 가.
,,,,,,21,,그래도 이번엔 길드 병사들이 앞장설 테니까-\우린 뒤에서 이득이나 챙기자고.
,,,,,,22,,위험하면 바로 도망갈 거니까!
,,,,,,23, @Target::B_Warrior::Target,좋아.\다들 이 던전의 위험성은 알 테니-\각자 조심하면서 가자.
,,,,,,,,
,,,,,,,,
,302,Day30_Over,Bubble,,,0, @Camera::Player::Camera@Skip::3::Skip,!!
,,,,,,1,@Skip::3::Skip,드디어 30일인가……
,,,,,,2,@Skip::3::Skip,그럼 과연 무슨일이 일어날지…
,,,,,,3,@Action::Ending::Action,
,,,,,,,,
,,,,,,,,
,400,Herbalist0_Appear,Bubble,,,0, @Camera::Herbalist0::Camera,가볍게 약초나 캐볼까?
,,,,,,1,,별 거 없겠지만- 그래도 여기는 안전하니까.
,,,,,,,,
,,,,,,,,
,401,Miner0_Appear,Bubble,,,0, @Camera::Miner0::Camera,오늘은 좋은 원석이 있으면 좋겠네.
,,,,,,1,,그래봤자 흔한 바위뿐이겠지만.
,,,,,,,,
,,,,,,,,
,410,Elf_Appear,Bubble,,,0, @Camera::Elf::Camera,엘프족인 내가 이런 초라한 던전에 올 줄이야.
,,,,,,1,,분명 귀한 약초가 나온다는 소문이였지?
,,,,,,2,,말과 다르기만 해봐! 가만 안둘꺼니까.
,,,,,,,,
,,,,,,,,
,420,Wizard_Appear,Bubble,,,0, @Camera::Wizard::Camera,이번 던전은 괜찮은 연구 대상이 있으면 좋겠군.
,,,,,,1,,너무 시시하면 가치가 없으니까 말이야.
,,,,,,,,
,,,,,,,,
,501,Opening_1,Bubble,,,0,,………………
,,,,,,1,,에휴- 나도 모험다운 모험 좀 하고 싶다.
,,,,,,2,,언제까지 이 던전에서 죽치고 있어야 할까?
,,,,,,3,,남들은 다들 인기 있는 던전이나 \자원이 넘쳐나는 던전을 다니는데…
,,,,,,4,,…………뭐- 내가 실력이 없는 걸 누구 탓하겠어.
,,,,,,5,,그래도 이 던전만큼은 빠삭하니까. \…거의 제2의 집이나 다름없달까?
,,,,,,6,,……………………………
,,,,,,7,,헛소리 그만하고 짐이나 챙겨서 돌아가자.
,,,,,,,,
,,,,,,,,
,502,Opening_2,Bubble,,,0,,응?
,,,,,,1,,저런 곳에 왜 전이진이…
,,,,,,2,,몇 년을 이 던전을 다니면서 처음 보는걸.
,,,,,,3,,내가 이 던전에 모르는 곳도 있다니…
,,,,,,4,,궁금하니 한 번 가볼까?
,,,,,,,,
,,,,,,,,
,503,Opening_3,Bubble,,,0,,…………………
,,,,,,1,,뭔가 이질감이 가득한걸.
,,,,,,2,,혹시 다른 던전으로 전이된 게 아닐까?
,,,,,,3,,가끔 그런 전이진도 있다고 들었는데…
,,,,,,4,,아니- 그치만 초보자 던전에 그런 게 있을 리가?
,,,,,,5,,흠… 앞에 뭔가 쓰여 있는 것 같아.
,,,,,,,,
,,,,,,,,
,504,Opening_4,Bubble,,,0,@Target::Notice::Target,★☆초특급 희귀 찬스☆★
,,,,,,1,,이 던전을 마스터한 당신!!
,,,,,,2,,그런 당신에게 주어진 단 한번의 기회!!
,,,,,,3,,던전의 등급을 A랭크로 올리시면 무려!!
,,,,,,4,,이 던전의 소유권을 드립니다!!\절대 다시 없을 행운의 찬스!!
,,,,,,5,,계약하시겠습니까??\<size=10>※거부시 강제 계약
,,,,,,6,@Target::Player::Target,……뭐야 이 사기광고같은 설명은?
,,,,,,7,,아무나 클리어하는 초보자던전에 마스터는 무슨…
,,,,,,8,,그리고 던전에 소유권이란게 있었나?
,,,,,,9,,음… 어딘가 입장료를 받는 던전이 있다곤 들었는데…
,,,,,,10,,…………진지하게 생각하는게 바보같군.
,,,,,,11,,누군가 장난을 쳐놓은건가?
,,,,,,12,,그치만 이 던전에 이런 공간은 처음봤고…
,,,,,,13,,누군가 와서 장난친 거라면 내가 모를 리가 없을 텐데…
,,,,,,14,,그보다 뒤쪽의 알은 뭐지?\던전 등급이라는 건 또 뭐고.
,,,,,,15,,애초에 내가 어떻게 던전의 등급을 올릴 수 있다는 거야?
,,,,,,16,,그런 방법이 있다면 진작\이 던전을 좀 더 풍족하게 만들었을 텐데…
,,,,,,17,@Target::Notice::Target,던전 마스터의 의사를 확인했습니다.
,,,,,,18,,던전 마스터의 의사에 따라 계약이 진행됩니다.
,,,,,,19,,기간은 30일이며 실패시 영혼이 회수됩니다.
,,,,,,20,,그럼 화이팅!!
,,,,,,21,@Target::Player::Target,뭐? 이런 미친. 내가 언제 한다그랬어!!
,,,,,,22,,안돼!!!!!!!!!
,,,,,,,,
,,,,,,,,
,600,Ending_Demo,Bubble,,,0, @Camera::Player::Camera @Skip::2::Skip,!!
,,,,,,1,@Skip::2::Skip,!!!!!!!!!
,,,,,,2,@Skip::2::Skip,!!!!!!!!!!!!!!!
,,,,,,,,
,,,,,,,,
,700,Ending_Common,Bubble,,,0,,마침내 계약했던 30일의 시간이 지났다.
,,,,,,1,,던전에 큰 마나의 흐름이 발생했고 방에 있는 알에 모이기 시작했다.
,,,,,,2,,이윽고 알이 흔들리더니 무언가가 깨어났다…
,,,,,,,,
,,,,,,,,
,711,Dog_1,Bubble,,,0,,알에서 깨어난 것은 왠지 모르게 친근함이 느껴지는 생명체였다.
,,,,,,1,,자신은 던전의 마나로 인해 태어난 존재라고 설명했다.
,,,,,,2,,앞으로 나를 도와주겠다고 한다.
,,,,,,,,
,,,,,,,,
,712,Dog_2,Bubble,,,0,,30일이 지나 계약은 종료되었으나 처음의 계약 내용은 완수하지 못했다.
,,,,,,1,,그렇지만 표지판에 적혀있던 영혼 회수는 이루어지지 않았다.
,,,,,,2,,혹시 처음부터 계약이고 뭐고 아무것도 없었던 걸까?
,,,,,,,,
,,,,,,,,
,713,Dog_3,Bubble,,,0,,그렇지만 30일이라는 시간 동안 내가 던전을 관리할 수 있던 건 사실이었다.
,,,,,,1,,나는 던전을 관리할 능력을 잃었고- 던전은 다시 평범한 던전으로 돌아갔다.
,,,,,,2,,그렇게 시간이 지나 점차 다시 평범한 초보자 던전이 되어버렸고-\던전을 찾는 사람들도 거의 없게 될 무렵- 나 또한 던전을 떠났다.
,,,,,,,,
,,,,,,,,
,714,Dog_4,Bubble,,,0,,그렇지만 외롭지는 않다. 더 이상 예전처럼 혼자가 아니기 때문이다.
,,,,,,1,,지금 내 옆에는 나의 가장 친한 친구이자 동행자이자 믿을 수 있는 동료가 함께한다.
,,,,,,2,,나는 꿈꿔왔던 모험을 향해서 오늘도 발을 내디딘다. 언제까지고…
,,,,,,,,
,,,,,,,,
,990,Expansion_4,Bubble,,,0, @Camera::Player::Camera@Skip::2::Skip@Fade::0::Fade,!!
,,,,,,1, @Action::Entrance_Move_2to4::Action@Skip::10::Skip,
,,,,,,2,@Camera::Player::Camera,이 공간으로 통하는 전이진의 위치가 바뀐 건가?
,,,,,,3,,아무래도 던전이 확장되어서 그런 것 같은데…
,,,,,,4,,그렇다면 이건 꽤 좋은 소식이야.
,,,,,,5,,계속해서 던전을 확장해 나가면 \이 공간을 들킬 위험 또한 줄어들 테니까.
,,,,,,,,
,,,,,,,,
,1000,Quest_0,Bubble,,,0, @Target::Player::Target@Pos::Down::Pos,지금은 정보를 얻을만한 퀘스트가 없네.
,,,,,,,,
,,,,,,,,
,1001,Quest_1,Bubble,,,0, @Target::Player::Target @Pos::Down::Pos@Option::1000::Option,무언가 우리 던전에 대한 퀘스트가 있는 것 같아.
,,,,,,,,
,,,,,,,,
,1010,Quest_10,Bubble,,,0, @Target::Player::Target @Pos::Down::Pos,여기서 퀘스트를 확인할 수 있었지.
,,,,,,1,,지금은 모험가로서 퀘스트는 의미가 없어.
,,,,,,2,,하지만 우리던전에 대한 퀘스트가\등록돼있다면 알아둬서 나쁠 건 없겠지.
,,,,,,,,
,,,,,,,,
,1100,Quest_100,Quest,초보자 던전의 슬라임,,0,@Action::1100::Action,※긴급 토벌 퀘스트\\목표 대상 : 초보자 던전의 변이 슬라임
,,,,,,1,,초보자 던전에 비정상적으로 강한 슬라임 개체가 등장했다는 소문이 돌고 있습니다.
,,,,,,2,,처음에는 가벼운 소문이라 생각하여 무시했으나- 실제 피해사례가 보고되고 있어 급하게 긴급 토벌 퀘스트를 발령합니다.
,,,,,,3,,장소 : 초보자던전\특이사항 : 평범한 슬라임의 생김새이지만 비정상적으로 강하다고 함.\주의 필요.
,,,,,,,,
,,,,,,,,
,1101,Quest_101,Quest,어스 골렘의 핵,,0,@Action::1101::Action,※희귀 몬스터 정보\\대상 : 어스골렘
,,,,,,1,,초보자 던전에 성체급 어스골렘이 목격되었습니다.
,,,,,,2,,골렘의 핵은 원소술사들에게 꼭 필요한 물질이며- 연금술사들도 없어서 못구하는 재료입니다.
,,,,,,3,,지나친 골렘의 남획으로 인해 골렘의 핵 수급이 어려운 현재 매우 고가에 거래되고 있는 상황입니다.\\길드에서도 비싼값에 매입하고 있으므로 획득하게 되신다면 길드를 찾아주세요.
,,,,,,,,
,,,,,,,,
,1140,Quest_140,Quest,던전의 재앙,,0, @Day::15::Day@,초보자 던전에 위험이 다가오고 있다.\대비가 필요하다.
,,,,,,,,
,,,,,,,,
,1141,Quest_141,Quest,지속되는 재앙,,0,,계속해서 재앙이 찾아온다. \해결 할 방법을 찾자.
,,,,,,,,
,,,,,,,,
,1150,Quest_150,Quest,고블린의 재방문,,0, @Day::15::Day@,고블린이 분명 다시 올 것 같다.\\던전이 위험해질 수도 있으니 단단히 준비하자!
,,,,,,,,
,,,,,,,,
,1151,Quest_151,Quest,은퇴한 영웅,,0, @Day::15::Day@,은퇴한 영웅이 던전에 방문할 계획을 세우고 있다.\\던전이 격파당하지 않도록 단단히 준비하자!
,,,,,,,,
,,,,,,,,
,2000,Staff_A_0,Bubble,,,0,,안녕하세요. 길드에는 어떤 용무로 오셨나요?
,,,,,,,,
,,,,,,,,
,2001,Staff_A_1,Bubble,,,0,@Option::2000::Option,안녕하세요. 길드에는 어떤 용무로 오셨나요?
,,,,,,,,
,,,,,,,,
,2100,Staff_A_100,Bubble,던전 홍보,,0, @Target::Player::Target @Pos::Down::Pos,최근에 초보자 던전에 좋은 약초가 나온다는 소문이……
,,,,,,1, @Action::2100::Action,꽤나 강한 몬스터가 있어서 애먹고 있는……
,,,,,,2, @Target::Staff_A::Target @Pos::Up::Pos ,정보 감사합니다. 전달 해 놓겠습니다.
,,,,,,,,
,,,,,,,,
,,,,,,,,
,2101,Staff_A_101,Bubble,소식 묻기,,0, @Target::Player::Target @Pos::Down::Pos,혹시 최근에 들려오는 쓸만한 정보는 없나요?
,,,,,,1, @Target::Staff_A::Target@Pos::Up::Pos,음… 지금은 딱히 없네요.
,,,,,,2,,좌측에 게시판도 한번 확인해 보세요.
,,,,,,,,
,,,,,,,,
,3000,Staff_B_0,Bubble,,,0,,용무가 있으시면 오른쪽 직원에게 봐주세요.
,,,,,,,,
,,,,,,,,
,3010,Staff_B_10,Bubble,,,0,,안녕하세요. 길드에서는 모험가분들에게\도움이 될만한 것들을 제공합니다.
,,,,,,,,
,,,,,,,,
,3014,Staff_B_14,Bubble,,,0, @Action::1140::Action,혹시 지금 던전에 가시나요?
,,,,,,1, @Target::Player::Target @Pos::Down::Pos,네? 음… 아마도요?
,,,,,,2, @Target::Staff_B::Target@Pos::Up::Pos,그럼 조심하셔야 해요.
,,,,,,3, @Target::Player::Target @Pos::Down::Pos,초보자 던전에 조심할 게 있나요?
,,,,,,4, @Target::Staff_B::Target@Pos::Up::Pos,급하게 다른 길드를 통해서 들어온 정보인데요.
,,,,,,5,,최근 들어 초심자용 던전에 \매우 위험한 생명체가 나타난다고 해요.
,,,,,,6,,심지어 모험가와 몬스터- 자원 등을 \가리지 않고 모두 파괴한다고 하네요.
,,,,,,7, @Target::Player::Target @Pos::Down::Pos,그건 좀 위험하겠네요.
,,,,,,8,,혹시 대처 방법은 없나요?
,,,,,,9, @Target::Staff_B::Target@Pos::Up::Pos,글쎄요…
,,,,,,10,,아직까진 제대로 싸워보지도 못하고 \간신히 도망쳤다는 보고밖에 없습니다.
,,,,,,11,,아- 그리고 그 생명체가 나타난 뒤의 던전은…
,,,,,,12,,마나가 완전히 고갈돼 버렸다고 해요.
,,,,,,13, @Target::Player::Target @Pos::Down::Pos,그런 일이 가능한가요?
,,,,,,14, @Target::Staff_B::Target@Pos::Up::Pos,저도 보고가 온대로 전달해 드릴 뿐이라 자세히는 몰라요.
,,,,,,15,,아무튼 알려드렸으니 조심하세요.
,,,,,,16, @Target::Player::Target @Pos::Down::Pos,감사합니다.
,,,,,,17,,(…사실이라면 큰일인걸? 뭔가 큰일이 생길 것 같아.)
,,,,,,18,,(내가 할 수 있는 게 있을까?)
,,,,,,19,,(…최대한 대비해 보자.)
,,,,,,,,
,,,,,,,,
,,,,,,,,
,4000,Heroine_0,Bubble,,,0,,……
,,,,,,,,
,,,,,,,,
,4010,Heroine_10,Bubble,,,0, @Reserve::2:4020::Reserve,뭐야. 볼 일 없으면 <size=40>꺼져.
,,,,,,,,
,,,,,,,,
,4020,Heroine_20,Bubble,,,0, @Pos::Down::Pos,……
,,,,,,1, @Target::Player::Target @Pos::Up::Pos,……
,,,,,,2, @Target::Heroine::Target @Pos::Down::Pos,……
,,,,,,3, @Target::Player::Target @Pos::Up::Pos,……
,,,,,,4, @Target::Heroine::Target @Pos::Down::Pos,거기. 너.
,,,,,,5,,쳐다보지만 말고 말을 해.
,,,,,,6, @Target::Player::Target @Pos::Up::Pos,아- 안녕하세요.
,,,,,,7, @Target::Heroine::Target @Pos::Down::Pos,이제 와서?
,,,,,,8, @Target::Player::Target @Pos::Up::Pos,어- 그게 왠지 말 걸면 안 될 것 같아서요.
,,,,,,9, @Target::Heroine::Target @Pos::Down::Pos,무슨 바보 같은 소리야?
,,,,,,10,,…어휴- 됐다.
,,,,,,11,,그보다 너- 혹시 초보자 던전에 대해서 잘 알아?
,,,,,,12, @Target::Player::Target @Pos::Up::Pos,아- 네. 자주 다녀요.
,,,,,,13, @Target::Heroine::Target @Pos::Down::Pos,하긴- 너같이 초보 같아 보이는 모험가에겐 선택지가 별로 없겠지.
,,,,,,14, @Target::Player::Target @Pos::Up::Pos,……
,,,,,,15, @Target::Heroine::Target @Pos::Down::Pos,그럼 혹시 최근에 소문에 대해서 아는 거 있어?
,,,,,,16, @Target::Player::Target @Pos::Up::Pos,무슨 소문이요?
,,,,,,17, @Target::Heroine::Target @Pos::Down::Pos,초보자 던전에 강한 몬스터가 나온다든가- \귀한 아티팩트가 나온다든가 하는 소문 말이야.
,,,,,,18, @Target::Player::Target @Pos::Up::Pos,음… 잘 모르겠네요.
