,,,,,,3,,ктк╖клк╖к┐кщ╬╓к╖кп▐╓к├к╞кдкыь╤кмкдкыклктк╖кьк╩кдклкщбг
,,,,,,,,
,,,,,,,,
,33,Day3_Event,Bubble,,,0, @Camera::Event_Day3::Camera,к│к│кмЇ°у¤э║л└лєл╕лчлєк╩кєк└к═бг
,,,,,,1,,к│к│к╩кщ▐чктлтлєл╣л┐?л╣льлдлф?к╦к╩кькык╧к║гб
,,,,,,2,,?┌кктїєк╞кпкьк┐кщкдкдкєк└к▒к╔бж квкыклк╩г┐
,,,,,,,,
,,,,,,,,
,83,Day8_Event,Bubble,,,0, @Camera::Event_Day8::Camera,к│к│кмквк╬Ї°у¤э║л└лєл╕лчлєклг┐
,,,,,,1,,к▐кббв▐чк╬кшкжк╩ї▒л╣?л╤?лы?лн?к╦к╚к├к╞бвк│к╬кпкщкдк╬л└лєл╕лчлєк╧кк╥■к╬энк╡кдк╡кдк└кшбг
,,,,,,2,,к╡к├к╡к╚═Ї╒╘к╖к╞бв╠╕узкд┘│?э║кЄЁяхЎк╖к╞кфкыгбгб
,,,,,,,,
,,,,,,,,
,84,Day8_Event_Die,Bubble,,,0, @Camera::Event_Day8::Camera,к╩кєк└к│к╬л└лєл╕лчлєк╧г┐
,,,,,,1,,┌дкдк╞кдк┐кшкъктк║к├к╚ъ╦?к╕кук╩кдклг┐
,,,,,,2,,∙╝клккклк╖кдбж к╚къквкик║╘▒к▓к╩кдк╚бг
,,,,,,3, @Camera::Player::Camera@Target::Player::Target,бжбжбжбжбж
,,,,,,4,,?кьк┐бжк╬клг┐
,,,,,,5,,╠╕узкдк╦к╖к╞к╧клк╩къъ╦?к╩╥┐к└к├к┐к╩бг
,,,,,,6,,ктк╖клк╖к╞╙▐э█▄¤к└к├к┐к╬клк╩г┐ кткж?к╩кдк╟кпкькык╚кдкдкєк└к▒к╔бж
,,,,,,,,
,,,,,,,,
,153,Day15_Event,Bubble,,,0, @Camera::Event_Day15::Camera,Ёйэнкмк╖к─к│кпл└лєл╕лчлєк╦·╝кнк┐кмкык╬к╟бвф╠юяк╩к│к╬Ї°у¤э║л└лєл╕лчлєк╦сък├к┐кєк└км
,,,,,,1,,клк╩кък╬╙▐╬╓ф▓кЄк╖к╞?к├к╞кнк┐кєк└бг
,,,,,,2,,№мкл▐чк╬╤└хук╟к╧╙▐к╖к┐к│к╚к╬к╩кдл└лєл╕лчлєк└к├к┐к╧к║к╩кєк└кмбж
,,,,,,3,,к╔кжкт?энкмккклк╖кдк╬к╟Ёрк┘к╞к▀кык╚бвї╠╨╬бв?кдлтлєл╣л┐?кмїєкык╚клбвЄ╥к╖кдлвлдл╞лркмїєкык╚клкдкж
,,,,,,4,,к╔кжк╖к╞ктЄ┴я╚№мьук╖к╞к▀к┐кпк╩к├к╞?к╞к╖к▐к├к┐кшбг
,,,,,,5,,к▐кббв┘│?э║кЄь┌ў▄к╖к┐уєк└к▒к╔бвк│к╬яя╙°к╩кщ╙▐э█▄¤к└кэкжбг
,,,,,,6,,клк─к╞к╧ч╚ъйк╚к▐к╟√╝к╨кьк┐▐чк└к╖к═бг
,,,,,,7,,к╕куквбв·╝к├к╞к▀кшкжклг┐
,,,,,,,,
,,,,,,,,
,154,Day15_Event_Die,Bubble,,,0, @Camera::Event_Day15::Camera,к│кьк╧№мклк╦ъ╦?к└бг
,,,,,,1,,ь┌ў▄к╖к┐к╚к╧кдкибв▐чкмк│кьк█к╔═╚?к╣кык╚к╧бж
,,,,,,2,,к│кьк╧лолыл╔к╦▄├═▒к╣кы∙▒щйкмквкык╩бг
,,,,,,,,
,,,,,,,,
,200,Day20_Event,Bubble,,,0, @Camera::A_Warrior::Camera,╙Ёє╖к╖к┐бгк│к│кмлплил╣л╚к╬э▐с╢к└бг
,,,,,,1, @Target::A_Elf::Target,киг┐ ▄т?г┐ к│кєк╩к─к▐кщк╩кпк╞╪№█▄кпк╩к╡к╜кжк╩л└лєл╕лчлєк└к├к╞г┐
,,,,,,2, @Target::A_Warrior::Target,ъ╚Ў╟ю▄к╦к╧к│к│к╟∙ък├к╞кдкыкшкжк└к▒к╔бжб╕Ї°у¤э║л└лєл╕лчлєб╣к╚кдкж┘гюёк╬л└лєл╕лчлєк└к╜кжк└бг
,,,,,,3, @Target::A_Elf::Target,∙╝кмб╕Ї°у¤э║л└лєл╕лчлєб╣к╚кдкж┘гюёк╬л└лєл╕лчлєк└кшбгк┐к└к╬квкък╒кьк┐л╦лх?л╙?л└лєл╕лчлєк╕кук╩кдкл
,,,,,,4, @Target::A_Wizard::Target,к╒крбг▐чкмЄ▒кы∙┌кък╟кт╙▐к╖к┐к│к╚к╬к╩кдл└лєл╕лчлєк└к├к┐к╧к║к╟к╣кмбг
,,,,,,5,,к╜кєк╩э▐с╢к╦═╘╘ї╨фк╬лплил╣л╚кмїєкык╩кєк╞бвклк╩къ¤щ┌лфвкдк╟к╣к═бг
,,,,,,6, @Target::A_Tanker::Target,лплил╣л╚к╬?щ╗к╧л└лєл╕лчлєк╬юя?ю▄к╩Ёр▐█к╚ъ╦?╙°к╬ювЎ┤я╥к└бг
,,,,,,7,,кшкп▌┬клкщк╩кдклкщё╝ыЄк╣кы∙▒щйкмквкък╜кжк└бг
,,,,,,8, @Target::A_Elf::Target,ё╝ыЄк╣кык╬к╧ккюёк└к▒к╦к╖к╚к▒гб ккюёкмюёк╦╪бк├к╞сЇк▒Єнкскьк╨кдкдкєк└кэгб
,,,,,,9, @Target::A_Tanker::Target,бжбжбжбжбжбж
,,,,,,10, @Target::A_Warrior::Target,╒кк┴є╖к▒кшбг
,,,,,,11,,лолыл╔к└к├к╞к┐к└═╘╘ї╨фк╬лплил╣л╚кЄїєк╖к┐кяк▒кмк╩кдк└кэкжбгкнк├к╚∙╝клквкык╧к║к└бг
,,,,,,12, @Target::A_Wizard::Target,▐чктк╜кж▐╓кдк▐к╣бг∙╝кл▐└╦ькм╤├кнк╜кжк╩?кмк╖к▐к╣бг
,,,,,,13, @Target::A_Elf::Target,бжбжк─к▐кщк╩кдклкщк├к╞ь¤кщк╩кдк─кткък╧к╩клк├к┐кшгббж
,,,,,,14,,·╝к▒к╨кдкдкєк└кэгб ·╝к▒к╨гб
,,,,,,15, @Target::A_Warrior::Target,к╜кжк└к╩бгк▀кєк╩ё▐▌ск╧к╖к├клкък╚к╩бг
,,,,,,16,,ь¤кык╛гб
,,,,,,,,
,,,,,,,,
,201,Day20_Over,Bubble,,,0, @Camera::Player::Camera,ъ╦?к└к├к┐к╩бгквк╬ь╤к┐к┴к╧к┐к╓кєлолыл╔к╟ъє┘гк╩4ь╤Ё┌л╤?л╞лг?к└к├к┐к╧к║к└бг
,,,,,,1,,лолыл╔кмлплил╣л╚кЄїєк╖к┐к╬клг┐
,,,,,,2,,к╜кєк╩∙икщкЄ╙юк╖к╞к╖к▐к├к┐кєк└клкщбвкнк├к╚╙▐?кок╦к╩кык└кэкжбг
,,,,,,3,,╠°х│╤в╩рк╧квк▐къ?к├к╞кдк╩кдк▒к╔бвк╜к╬юёк╦∙╝км╤├к│кыкл▌┬клкщк╩кдклкщбвк╖к├клкъё▐▌ск╖к╩кдк╚к╩бг
,,,,,,,,
,,,,,,,,
,250,Day25_Event,Bubble,,,0,  @Camera::Captine_A::Camera,юяъмё╝┘═гб к│кьклкщл└лєл╕лчлєЁр▐█кккшк╙ў╨█щэ┬?кЄ╦╥у╖к╣кыбг
,,,,,,1,,·╝╘╤к╧▌┬╙щ?ъ╚к╟?у┐к╣кыбг
,,,,,,2,,Ёпьщ▌┬╙щкм▐чк╚ьщ?к╦р╗к╦Єфь¤к╖бвєнк╬▌┬╙щкм¤нк╦?кдк╞Єфь¤к╣кыбг
,,,,,,3,,?╠╕к╡кькык╣к┘к╞к╬лтлєл╣л┐?к╧ў╨█щ?▀┌к╟квкъбв?┌ккфлв?л╞лгл╒лблпл╚кмквкыэ▐∙ък╧▄├═▒к╣кыбг
,,,,,,4, @Target::Event_Soldier1::Target,<size=50>к╧кдгб
,,,,,,5, @Target::Captine_B::Target,к▀кєк╩┌дкдк┐к╩г┐ ф▓?к╧юёк╬▌┬╙щкмЄфь¤к╖к╞клкщ╙тк├к╞Єфь¤к╣кыбг
,,,,,,6,,╩└э╗я┌▌ск╖к╞╙т╤жк╣кыкшкжк╦бг
,,,,,,7, @Target::Event_Soldier2::Target,<size=50>к╧кдгб
,,,,,,8, @Target::Captine_A::Target,к╟к╧бвЄфь¤гб
,,,,,,,,
,,,,,,,,
,300,Day30_Event,Bubble,,,0,  @Camera::Captine_C::Camera,я┌╓кгб
,,,,,,1,,юё№▐к╬ў╨█щкмуў°ик╦Ё√кяк├к┐к│к╚к╦кшкъбвлолыл╔к╚к╖к╞к╧юё╓╟к╬к╩кд╙▐кнк╩с▀уўкЄ∙мк├к┐бг
,,,,,,2,,к╜кькЄЎвкъ?к╣к┐кск╦бв╨╤№▐к╬ў╨█щ╙щкмювк╙°║рўк╡кьк┐бг
,,,,,,3,,к─к▐къбв╨╤№▐к╧я╛?к╦уў°ик╧·╔к╡кьк╩кдк╚кдкжк│к╚к└бг
,,,,,,4,,юяъмюя╒ЇкЄ?кпк╖бвл└лєл╕лчлєк╬лтлєл╣л┐?ьщ∙пьщ∙пбвїоьщ▄тк▐к╟Ї╦ю╝ю▄к╦Ёр▐█к╣кыкшкжк╦бг
,,,,,,5,,╬╓к╖кдэ▐с╢кфъ╦?к╩ЁэюдкЄ?╠╕к╖к┐кщЄ┴к┴к╦▄├═▒к╟кнкыкшкжк╦бг
,,,,,,6, @Camera::Captine_A::Camera@Target::Captine_A::Target,<size=50>к╧кдгб
,,,,,,7, @Camera::Captine_B::Camera@Target::Captine_B::Target,<size=50>к╧кдгб
,,,,,,8, @Camera::B_Warrior::Camera@Target::B_Warrior::Target,бжбжбж
,,,,,,9, @Target::B_Elf::Target,к╒кєбвк╜кєк╩к│к╚к╟к│к╬л└лєл╕лчлєкЄс╖ў╨к╟кнкык╚▐╓к├к╞кык╬клг┐
,,,,,,10,,к╚кєк╟ктк╩кдк╡бг
,,,,,,11, @Target::B_Warrior::Target,юё№▐к╦▌як┘к╞к║кдк╓кє╠┼?к╦к╩к├к┐к╕кук╩кдклбг°╫кдк╩кщ?к╩кпк╞кткшклк├к┐к╬к╦бг
,,,,,,12, @Target::B_Elf::Target,°╫кпк╩кєклк╩кдкякшгбк┐к└▐╓к├к╞кдк┐кшкъктъ╦?к└к├к╞к│к╚к└к▒кшбг
,,,,,,13,,к╜кьк╦лолыл╔клкщ?═┼ь╤к╚к╖к╞я╛?к╦?кдк├к╞бв·╝клк╩кдк╚▄Ї╫╫ь╠кЄ?кикык├к╞хыкжк╬кшбг?кык╖клк╩кдк╟к╖
,,,,,,14, @Target::B_Warrior::Target,к▐кббвк╜кжк╩кьк╨Ўтк╬лолыл╔к╦·╝к▒к╨кдкдк└к▒к└к▒к╔к═бж
,,,,,,15,,Ўтк╬ь╤к┐к┴к╧к╔кжг┐
,,,,,,16, @Target::B_Wizard::Target,▐чк╧юё№▐к╬▄╓т┬кЄк╖к┐кдк╟к╣к═бг
,,,,,,17,,к╡кщк╦╪№█▄кдктк╬км?кьк╞кдкыклктк╖кьк▐к╗кєк╖бг
,,,,,,18, @Target::B_Tanker::Target,╨╤№▐к╧л╤?л╞лг?кЄкшкп╠╕с·кыкшбг
,,,,,,19, @Target::B_Elf::Target,к╧кббвк▀кєк╩?кдк┐кмкы╪й╓ук╨к├клкък└к╩бг
,,,,,,20,,к╜кжк└к╩бв·╝к│кжбв·╝к│кжбг
,,,,,,21,,к╟кт╨╤№▐к╧лолыл╔к╬▄▓▐═к┐к┴кмр╗╘щкЄя╖кык╧к║к└клкщбвхяк┐к┴к╧¤нкэк╟╫╫ь╠к└к▒╘Ёкшкжк╝бг
,,,,,,22,,ъ╦?к╦к╩к├к┐кщк╣к░к╦╘▒к▓кыклкщк╩гб
,,,,,,23, @Target::B_Warrior::Target,кдкдк└кэкжбгк▀кєк╩к│к╬л└лєл╕лчлєк╬ъ╦?рїк╧▌┬клк├к╞кдкык╧к║к└бг╩└э╗?кЄк─к▒к╩кмкщ·╝к│кжбг
,,,,,,,,
,,,,,,,,
,302,Day30_Over,Bubble,,,0, @Camera::Player::Camera@Skip::3::Skip,!!
,,,,,,1,@Skip::3::Skip,к─кдк╦30ьэ┘═клбжбж
,,,,,,2,@Skip::3::Skip,к╡к╞бвьщ?∙╝км╤├к│кык╬клбж
,,,,,,3,@Action::Ending::Action,
,,,,,,,,
,,,,,,,,
,400,Herbalist0_Appear,Bubble,,,0, @Camera::Herbalist0::Camera,?кп?їок╟ктєїк├к╞к▀кшкжклк╩г┐
,,,,,,1,,╙▐к╖к┐ктк╬к╧к╩кдк└кэкжк▒к╔бвк│к│к╧ф╠юяк└клкщк═бг
,,,,,,,,
,,,,,,,,
,401,Miner0_Appear,Bubble,,,0, @Camera::Miner0::Camera,╨╤ьэк╧кдкдълр┤кмквкык╚кдкдк╩бг
,,,,,,1,,к┐кдк╖к┐к│к╚к╩кдк┐к└к╬ф█к╨клкък└кэкжк▒к╔бг
,,,,,,,,
,,,,,,,,
,410,Elf_Appear,Bubble,,,0, @Camera::Elf::Camera,лилыл╒Ёщк╬▐чкмк│кєк╩▐╕▀╙к╩л└лєл╕лчлєк╦?кык╩кєк╞к═бг
,,,,,,1,,№мкл╧■ёьк╩?їокмїєкык╚кдкж?к└к├к┐кшк═г┐
,,,,,,2,,?к╚ъ▐к├к╞к┐кщ·╔к╡к╩кдклкщк═гб
,,,,,,,,
,,,,,,,,
,420,Wizard_Appear,Bubble,,,0, @Camera::Wizard::Camera,╨╤№▐к╬л└лєл╕лчлєк╦к╧╒▐кд?╧╝?▀┌кмквкык╚кдкдкєк└кмк╩бг
,,,,,,1,,квк▐кък╦ктк─к▐кщк╩к▒кьк╨?Ў╖кмк╩кдклкщк╩бг
,,,,,,,,
,,,,,,,,
,501,Opening_1,Bubble,,,0,,бжбжбжбжбжбж
,,,,,,1,,к╧кббж ▐чкт┘│?кщк╖кд┘│?кмк╖к┐кдк╩бг
,,,,,,2,,кдк─к▐к╟к│к╬л└лєл╕лчлєк╦╦▄ёик├к╞кдк╩к▒кьк╨к╩кщк╩кдкєк└кэкжг┐
,,,,,,3,,Ўтк╬ь╤к┐к┴к╧╦╦бвь╤?к╬квкыл└лєл╕лчлєкфэ└ъ╣кмьюкьк╞кдкыл└лєл╕лчлєкЄт▐к├к╞кдкык╬к╦бж
,,,,,,4,,бжбжбжбжк▐кббв▐чк╦?╒Їкмк╩кдк╬кЄт┴клк╬к╗кдк╦к╧к╟кнк╩кдкшбг
,,,,,,5,,к╟ктк│к╬л└лєл╕лчлєк└к▒к╧т┘Є▒к╖к╞кдкыклкщк═бгбжк█к╚кєк╔Ёпьгк╬╩лкт╘╥ц╘к└кшг┐
,,,,,,6,,бжбжбжбжбжбжбжбжбжбжбж
,,,,,,7,,к┐кяк┤к╚хыкжк╬к╧кфкск╞бв∙├┌ккЄк▐к╚кск╞?кэкжбг
,,,,,,,,
,,,,,,,,
,502,Opening_2,Bubble,,,0,,кєг┐
,,,,,,1,,квкєк╩к╚к│кэк╦к╩к╝?ь╣Єцкмбж
,,,,,,2,,∙╝╥┤ктк│к╬л└лєл╕лчлєкЄт▐к├к╞кдк╞Ї°кск╞╠╕к┐кшбг
,,,,,,3,,▐чкмк│к╬л└лєл╕лчлєк╦Є▒кщк╩кдэ▐с╢кмквкык╩кєк╞бж
,,,,,,4,,?к╦к╩кыклкщьщ╙°·╝к├к╞к▀кшкжклк╩г┐
,,,,,,,,
,,,,,,,,
,503,Opening_3,Bubble,,,0,,бжбжбжбжбжбжбж
,,,,,,1,,к╩кєк└клъ▐√·╩якмк╣к┤кдк╩бг
,,,,,,2,,ктк╖клк╖к╞▄мк╬л└лєл╕лчлєк╦?ь╣к╖к┐к╬клк╩г┐
,,,,,,3,,к┐к▐к╦к╜кжкдкж?ь╣ктквкык├к╞┌дкдк┐к▒к╔бж
,,,,,,4,,кдкфбвк╟ктЇ°у¤э║л└лєл╕лчлєк╦к╜кєк╩к╬кмквкык╧к║кмк╩кдг┐
,,,,,,5,,к╒крбж юёк╦∙╝кл▀Ўкдк╞квкык▀к┐кдк└бг
,,,,,,,,
,,,,,,,,
,504,Opening_4,Bubble,,,0,@Target::Notice::Target,б┌б┘ї▒ўх╨фльлвл┴лулєл╣б┘б┌
,,,,,,1,,к│к╬л└лєл╕лчлєкЄл▐л╣л┐?к╖к┐квк╩к┐гбгб
,,,,,,2,,к╜кєк╩квк╩к┐к╦?кикщкьк┐ъцьщк╬л┴лулєл╣гбгб
,,,,,,3,,л└лєл╕лчлєк╬лщлєлпкЄAлщлєлпк╦▀╛к▓кьк╨бвк╩кєк╚гбгб
,,,,,,4,,к│к╬л└лєл╕лчлєк╬с╢ъє?кЄл╫льл╝лєл╚гбгб\ьг╙°к╚к╩кдлщл├лн?л┴лулєл╣гбгб
,,,,,,5,,╠°х│к╖к▐к╣клг┐г┐\<size=10>б╪╦▐▄·у┴к╧?Ёд╠°х│
,,,,,,6,@Target::Player::Target,бжбжк╩кєк└кшбвк│к╬▐ё╤з?═▒к▀к┐кдк╩?┘ек╧г┐
,,,,,,7,,т┴к╟ктлплълвк╟кнкыЇ°у¤э║л└лєл╕лчлєк╦л▐л╣л┐?к├к╞∙╝к└кшбж
,,,,,,8,,к╜кьк╦л└лєл╕лчлєк╦с╢ъє?к╩кєк╞квк├к┐к├к▒г┐
,,,,,,9,,кж?кєбж к╔к│клк╟ь¤э▐╓∙кЄЎвкыл└лєл╕лчлєкмквкык├к╞┌дкдк┐к▒к╔бж
,,,,,,10,,бжбжбжбж?╪№┘═к╦═┼кикык╬кмл╨ллкщк╖кдк╩бг
,,,,,,11,,т┴клкм??кЄк╖к┐к╬клг┐
,,,,,,12,,к╟ктбвк│к╬л└лєл╕лчлєк╦к│кєк╩═Ў╩рк╧Ї°кск╞╠╕к┐к╖бж
,,,,,,13,,т┴клкм?к╞??к╖к┐к╩кщбв?к┼клк╩кдк╧к║кмк╩кдк╬к╦бж
,,,,,,14,,к╜кькшкъ¤нкэк╬╒░к╧∙╝к└г┐\л└лєл╕лчлєлщлєлпк├к╞∙╝к└бг
,,,,,,15,,к╜ктк╜ктхякмк╔кжкфк├к╞л└лєл╕лчлєк╬лщлєлпкЄ▀╛к▓кщкькыкєк└г┐
,,,,,,16,,к╜кєк╩█░█Ўкмквк├к┐кщбвк╚к├кпк╦\к│к╬л└лєл╕лчлєкЄктк├к╚∙еклк╦к╖к╞кдк┐к╧к║к└бж
,,,,,,17,@Target::Notice::Target,л└лєл╕лчлєл▐л╣л┐?к╬ыЄ▐╓кЄ№мьук╖к▐к╖к┐бг
,,,,,,18,,л└лєл╕лчлєл▐л╣л┐?к╬ыЄ▐╓к╦?кдбв╠°х│кЄЄфкск▐к╣бг
,,,,,,19,,╤в╩рк╧30ьэк╟бвуў°иу┴к╧√ыкЄ№▐?к╖к▐к╣бг
,,,,,,20,,к╜кьк╟к╧ш╫эхк├к╞кпк└к╡кдгбгб
,,,,,,21,@Target::Player::Target,кик├г┐ к│кєк╩╬╩к├к┐бгхяк╧кдк─кфкык├к╞хык├к┐гбгб
,,,,,,22,,л└лск└гбгбгбгбгбгб
,,,,,,,,
,,,,,,,,
,600,Ending_Demo,Bubble,,,0, @Camera::Player::Camera @Skip::2::Skip,гбгб
,,,,,,1,@Skip::2::Skip,гбгбгбгбгбгбгб
,,,,,,2,@Skip::2::Skip,гбгбгбгбгбгбгбгбгбгбгбгбгбгбгб
,,,,,,,,
,,,,,,,,
,700,Ending_Common,Bubble,,,0,,к─кдк╦╠°х│к╖к╞кдк┐30ьэк╬у┴╩ркм╬жкок┐бг
,,,,,,1,,л└лєл╕лчлєк╦╙▐кнк╩л▐л╩к╬╫╡кькм?▀цк╖бв▌╗шйк╦квкы╒░к╦євк▐къу╖кск┐бг
,,,,,,2,,кфкмк╞╒░км?кьу╖ксбв∙╝клкм┘═?кск┐бж
,,,,,,,,
,,,,,,,,
,711,Dog_1,Bubble,,,0,,╒░клкщ┘═?кск┐к╬к╧бвк╔к│клЎ╤к╖к▀кЄ╩як╕кы▀ц┘д?к└к├к┐бг
,,,,,,1,,э╗▌┬к╧л└лєл╕лчлєк╬л▐л╩к╦кшк├к╞▀цк▐кьк┐Ёэюдк└к╚?┘ек╖к┐бг
,,,,,,2,,к│кьклкщк╧▐чкЄЁ╛к▒к╞кпкькык╜кжк└бг
,,,,,,,,
,,,,,,,,
,712,Dog_2,Bubble,,,0,,30ьэкм╬жкобв╠°х│к╧Ё√╓їк╖к┐кмбвї╠Ї°к╬╠°х│?щ╗к╧╙╣рўк╟кнк╩клк├к┐бг
,,,,,,1,,к╖клк╖бв╩╫ў∙к╦▀Ўклкьк╞кдк┐√ык╬№▐?к╧·╝кякьк╩клк├к┐бг
,,,,,,2,,ктк╖клк╖к╞бвї╠Ї°клкщ╠°х│ктк╩к╦ктк╩клк├к┐к╬к└кэкжклг┐
,,,,,,,,
,,,,,,,,
,713,Dog_3,Bubble,,,0,,к╖клк╖бв30ьэк╚кдкжу┴╩рк╬╩рбв▐чкмл└лєл╕лчлєкЄ╬╖╫тк╟кнк┐к╬к╧▐└?к└к├к┐бг
,,,,,,1,,▐чк╧л└лєл╕лчлєкЄ╬╖╫тк╣кы╥Ў╒ЇкЄуўкдбвл└лєл╕лчлєк╧ювк╙▄┼ў╫к╬л└лєл╕лчлєк╦?к├к┐бг
,,,,,,2,,к╜кжк╖к╞у┴╩ркм?к┴бв▀я?к╦ювк╙°┴█эк╩Ї°у¤э║л└лєл╕лчлєк╦к╩к├к╞к╖к▐кдбв\л└лєл╕лчлєкЄ█╛кькыь╤ктк█к╚кєк╔
,,,,,,,,
,,,,,,,,
,714,Dog_4,Bubble,,,0,,к╟ктю╓к╖кпк╧к╩кдбгкткжьдюёк╬кшкжк╦ьщь╤к╕кук╩кдклкщк└бг
,,,,,,1,,╨╤бв▐чк╬╫Ўк╦к╧▐чк╬ї╠ктЎ╤к╖кдщ╥к╟квкъбв╘╥·╝э║к╟квкъбвус?к╟кнкыёъ╩ркмкдкыбг
,,,,,,2,,▐чк╧┘╙╠╕к╞кнк┐┘│?к╦·╛клк├к╞бв╨╤ьэктьщ?кЄ╙╬к▀їєк╣бгкдк─к▐к╟ктбж
,,,,,,,,
,,,,,,,,
,990,Expansion_4,Bubble,,,0, @Camera::Player::Camera@Skip::2::Skip@Fade::0::Fade,гбгб
